tc Particular-0092	0
tc Particular-0095	100
tc Particular-0601	640,360,0
tc Particular-0093	640,360
tc Particular-0094	0
tc Particular-0803	100
tc Particular-0804	100
tc Particular-0805	100
tc Particular-0806	0
tc Particular-0807	0
tc Particular-0808	0
tc Particular-0096	50
tc Particular-0809	0
tc Particular-0098	<n/a>
tc Particular-0687	<n/a>
tc Particular-0784	<n/a>
tc Particular-0818	0
tc Particular-0819	0
tc Particular-0820	0
tc Particular-0786	1
tc Particular-0787	640,360,0
tc Particular-0788	<n/a>
tc Particular-0833	<n/a>
tc Particular-0834	<n/a>
tc Particular-0828	0
tc Particular-0829	1
tc Particular-0830	1
tc Particular-0831	5
tc Particular-0832	0
tc Particular-0836	<n/a>
tc Particular-0837	<n/a>
tc Particular-0838	1
tc Particular-0839	1
tc Particular-0840	5
tc Particular-0841	0
tc Particular-0842	0
tc Particular-0843	0
tc Particular-0844	50
tc Particular-0845	0
tc Particular-0846	<n/a>
tc Particular-0847	<n/a>
tc Particular-0848	0
tc Particular-0849	1
tc Particular-0850	5
tc Particular-0851	0
tc Particular-0852	<n/a>
tc Particular-0853	<n/a>
tc Particular-0854	0
tc Particular-0855	1
tc Particular-0856	5
tc Particular-0857	0
tc Particular-0858	<n/a>
tc Particular-0859	<n/a>
tc Particular-0860	0
tc Particular-0861	1
tc Particular-0862	5
tc Particular-0863	0
tc Particular-0864	<n/a>
tc Particular-0865	<n/a>
tc Particular-0866	0
tc Particular-0867	0
tc Particular-0868	0
tc Particular-0869	1
tc Particular-0870	5
tc Particular-0871	180
tc Particular-0872	0
tc Particular-0873	<n/a>
tc Particular-0835	<n/a>
tc Particular-0147	<n/a>
tc Particular-0148	1
tc Particular-0195	0
tc Particular-0196	100
tc Particular-0149	10
tc Particular-0152	0
tc Particular-0194	0
tc Particular-0150	0.5
tc Particular-0204	0
tc Particular-0151	6
tc Particular-0611	<n/a>
tc Particular-0548	<n/a>
tc Particular-0542	0
tc Particular-0543	7
tc Particular-0544	1
tc Particular-0545	2
tc Particular-0546	0
tc Particular-0547	<n/a>
tc Particular-0192	30
tc Particular-0190	1
tc Particular-0154	5
tc Particular-0205	0
tc Particular-0573	<n/a>
tc Particular-0552	<n/a>
tc Particular-0554	1
tc Particular-0555	0
tc Particular-0556	0
tc Particular-0557	0
tc Particular-0558	0
tc Particular-0559	0
tc Particular-0560	0
tc Particular-0564	0
tc Particular-0562	0
tc Particular-0563	0.5
tc Particular-0553	<n/a>
tc Particular-0160	50
tc Particular-0206	0
tc Particular-0574	<n/a>
tc Particular-0549	1
tc Particular-0550	1,1,1,1
tc Particular-0158	0
tc Particular-0551	0
tc Particular-0575	<n/a>
tc Particular-0189	0
tc Particular-0198	<n/a>
tc Particular-0199	0
tc Particular-0201	0
tc Particular-0202	<n/a>
tc Particular-0159	<n/a>
tc Particular-0651	<n/a>
tc Particular-0227	0
tc Particular-0709	1
tc Particular-0025	1
tc Particular-0628	4
tc Particular-0621	20
tc Particular-0629	1
tc Particular-0289	<n/a>
tc Particular-0290	0
tc Particular-0291	0
tc Particular-0292	0
tc Particular-0293	0
tc Particular-0294	0
tc Particular-0295	0
tc Particular-0296	<n/a>
tc Particular-0652	<n/a>
tc Particular-0306	<n/a>
tc Particular-0284	1
tc Particular-0693	0
tc Particular-0301	2
tc Particular-0304	250
tc Particular-0285	20
tc Particular-0286	80
tc Particular-0287	0
tc Particular-0288	100
tc Particular-0310	0
tc Particular-0311	100
tc Particular-0269	1
tc Particular-0272	1
tc Particular-0209	<n/a>
tc Particular-0684	0
tc Particular-0656	0
tc Particular-0657	60
tc Particular-0210	0,0,0,1
tc Particular-0211	100
tc Particular-0212	5
tc Particular-0270	100
tc Particular-0271	100
tc Particular-0273	1
tc Particular-0213	<n/a>
tc Particular-0307	<n/a>
tc Particular-2624	<n/a>
tc Particular-2105	<n/a>
tc Particular-2830	1
tc Particular-2053	1
tc Particular-2657	<n/a>
tc Particular-2733	1
tc Particular-2577	1
tc Particular-2752	1
tc Particular-2747	<n/a>
tc Particular-2194	100
tc Particular-2236	100
tc Particular-2233	1
tc Particular-2661	0
tc Particular-2629	640,360,0
tc Particular-2655	0,0,0
tc Particular-2656	1
tc Particular-2754	<n/a>
tc Particular-2875	<n/a>
tc Particular-2922	0
tc Particular-2625	1
tc Particular-2062	500
tc Particular-2063	500
tc Particular-2064	500
tc Particular-2817	<n/a>
tc Particular-2819	0
tc Particular-2831	0
tc Particular-2269	10
tc Particular-2270	10
tc Particular-2271	3
tc Particular-2272	1
tc Particular-2820	<n/a>
tc Particular-2822	15
tc Particular-2823	0
tc Particular-2824	3
tc Particular-2825	1
tc Particular-2826	1
tc Particular-2821	<n/a>
tc Particular-2818	<n/a>
tc Particular-2161	1
tc Particular-2058	20
tc Particular-2160	0
tc Particular-2159	0
tc Particular-2124	0
tc Particular-2059	100
tc Particular-2060	20
tc Particular-2331	0.5
tc Particular-2061	20
tc Particular-2800	<n/a>
tc Particular-2350	<n/a>
tc Particular-2163	0
tc Particular-2164	2
tc Particular-2746	1
tc Particular-2192	5
tc Particular-2351	<n/a>
tc Particular-2580	<n/a>
tc Particular-2581	0
tc Particular-2582	<n/a>
tc Particular-2583	2
tc Particular-2827	100
tc Particular-2587	1
tc Particular-2626	0
tc Particular-2585	1
tc Particular-2586	0
tc Particular-2660	1
tc Particular-2588	<n/a>
tc Particular-2688	<n/a>
tc Particular-2689	0
tc Particular-2706	0
tc Particular-2703	1
tc Particular-2690	2
tc Particular-2828	100
tc Particular-2829	100
tc Particular-2691	1
tc Particular-2692	6
tc Particular-2693	0
tc Particular-2694	0
tc Particular-2695	100
tc Particular-2696	0
tc Particular-2707	1
tc Particular-2697	1
tc Particular-2698	<n/a>
tc Particular-2274	<n/a>
tc Particular-2276	0
tc Particular-2570	0
tc Particular-2277	<n/a>
tc Particular-2278	100100
tc Particular-2106	<n/a>
tc Particular-2109	<n/a>
tc Particular-2050	3
tc Particular-2113	0
tc Particular-2074	1
tc Particular-2751	1
tc Particular-2934	0
tc Particular-2658	<n/a>
tc Particular-2132	<n/a>
tc Particular-2114	0
tc Particular-2750	1
tc Particular-2115	7
tc Particular-2353	1
tc Particular-2156	2
tc Particular-2155	0
tc Particular-2748	0
tc Particular-2749	0
tc Particular-2133	<n/a>
tc Particular-2077	50
tc Particular-2744	<n/a>
tc Particular-2721	10
tc Particular-2755	0
tc Particular-2756	0
tc Particular-2066	0.5
tc Particular-2778	0
tc Particular-2780	0
tc Particular-2345	0
tc Particular-2779	0.5
tc Particular-2745	<n/a>
tc Particular-2075	5
tc Particular-2122	0
tc Particular-2936	0
tc Particular-2871	1
tc Particular-2617	<n/a>
tc Particular-2872	0
tc Particular-2183	<n/a>
tc Particular-2315	1
tc Particular-2774	0
tc Particular-2870	20
tc Particular-2869	0
tc Particular-2323	0
tc Particular-2324	0
tc Particular-2184	0
tc Particular-2185	0
tc Particular-2729	0
tc Particular-2730	0
tc Particular-2731	0
tc Particular-2325	0
tc Particular-2326	0
tc Particular-2186	0
tc Particular-2327	0
tc Particular-2330	0.5
tc Particular-2188	<n/a>
tc Particular-2572	1
tc Particular-2081	100
tc Particular-2123	0
tc Particular-2935	0
tc Particular-2873	1
tc Particular-2618	<n/a>
tc Particular-2874	0
tc Particular-2136	1
tc Particular-2118	1,1,1,1
tc Particular-2793	0
tc Particular-2119	0
tc Particular-2619	<n/a>
tc Particular-2117	1
tc Particular-2579	1
tc Particular-2742	0
tc Particular-2620	<n/a>
tc Particular-2262	<n/a>
tc Particular-2263	300
tc Particular-2264	25
tc Particular-2265	100
tc Particular-2266	1
tc Particular-2267	<n/a>
tc Particular-2364	<n/a>
tc Particular-2362	7
tc Particular-2363	60
tc Particular-2361	0
tc Particular-2365	<n/a>
tc Particular-2110	<n/a>
tc Particular-2179	<n/a>
tc Particular-2065	0
tc Particular-2797	0
tc Particular-2798	0
tc Particular-2799	0
tc Particular-2777	1
tc Particular-2758	<n/a>
tc Particular-2759	0
tc Particular-2760	0
tc Particular-2761	0
tc Particular-2762	<n/a>
tc Particular-2763	10
tc Particular-2764	3
tc Particular-2765	0.5
tc Particular-2766	1.5
tc Particular-2767	50
tc Particular-2768	0
tc Particular-2769	0
tc Particular-2770	0
tc Particular-2771	0
tc Particular-2772	<n/a>
tc Particular-2773	<n/a>
tc Particular-2180	<n/a>
tc Particular-2107	<n/a>
tc Particular-2167	1
tc Particular-2181	<n/a>
tc Particular-2738	0
tc Particular-2216	0
tc Particular-2923	0
tc Particular-2924	<n/a>
tc Particular-2925	0
tc Particular-2926	60
tc Particular-2927	0
tc Particular-2928	0
tc Particular-2929	1
tc Particular-2930	50
tc Particular-2931	30
tc Particular-2932	80
tc Particular-2933	<n/a>
tc Particular-2781	<n/a>
tc Particular-2171	0
tc Particular-2172	1
tc Particular-2173	1
tc Particular-2169	50
tc Particular-2193	30
tc Particular-2170	80
tc Particular-2782	<n/a>
tc Particular-2783	<n/a>
tc Particular-2176	0
tc Particular-2177	1
tc Particular-2178	1
tc Particular-2174	50
tc Particular-2787	30
tc Particular-2175	80
tc Particular-2784	<n/a>
tc Particular-2785	<n/a>
tc Particular-2776	0
tc Particular-2791	1
tc Particular-2792	1
tc Particular-2789	50
tc Particular-2788	30
tc Particular-2790	80
tc Particular-2786	<n/a>
tc Particular-2182	<n/a>
tc Particular-2802	<n/a>
tc Particular-2810	0
tc Particular-2715	20
tc Particular-2816	20
tc Particular-2811	<n/a>
tc Particular-2803	10
tc Particular-2804	3
tc Particular-2805	0.5
tc Particular-2806	1.5
tc Particular-2807	50
tc Particular-2808	0
tc Particular-2812	<n/a>
tc Particular-2809	<n/a>
tc Particular-2709	<n/a>
tc Particular-2753	0
tc Particular-2713	10
tc Particular-2714	10
tc Particular-2712	10
tc Particular-2710	1
tc Particular-2864	1
tc Particular-2865	1
tc Particular-2718	10
tc Particular-2717	10
tc Particular-2727	640,360,0
tc Particular-2716	0
tc Particular-2726	1000
tc Particular-2722	500
tc Particular-2801	50
tc Particular-2723	270
tc Particular-2725	<n/a>
tc Particular-2662	<n/a>
tc Particular-2686	0
tc Particular-2663	1
tc Particular-2684	2
tc Particular-2683	0,0,0
tc Particular-2666	500
tc Particular-2673	5
tc Particular-2702	1
tc Particular-2678	0
tc Particular-2679	0
tc Particular-2680	0
tc Particular-2701	10
tc Particular-2685	0
tc Particular-2664	100
tc Particular-2665	50
tc Particular-2667	0
tc Particular-2668	0
tc Particular-2682	1
tc Particular-2687	<n/a>
tc Particular-2108	<n/a>
tc Particular-2734	<n/a>
tc Particular-2794	<n/a>
tc Particular-2070	0
tc Particular-2071	0
tc Particular-2072	0
tc Particular-2795	<n/a>
tc Particular-2736	<n/a>
tc Particular-2067	0
tc Particular-2068	1
tc Particular-2069	1
tc Particular-2737	<n/a>
tc Particular-2215	1
tc Particular-2837	<n/a>
tc Particular-2838	0
tc Particular-2839	1
tc Particular-2840	<n/a>
tc Particular-2841	0
tc Particular-2842	0
tc Particular-2858	0
tc Particular-2859	0
tc Particular-2843	<n/a>
tc Particular-2088	<n/a>
tc Particular-2089	0
tc Particular-2728	0
tc Particular-2860	1
tc Particular-2090	0
tc Particular-2091	0
tc Particular-2092	0
tc Particular-2861	1
tc Particular-2862	<n/a>
tc Particular-2863	0
tc Particular-2093	0.5
tc Particular-2356	2
tc Particular-2739	<n/a>
tc Particular-2094	10
tc Particular-2095	3
tc Particular-2096	0.5
tc Particular-2097	1.5
tc Particular-2100	50
tc Particular-2357	0
tc Particular-2101	0
tc Particular-2102	0
tc Particular-2103	0
tc Particular-2844	0
tc Particular-2845	0
tc Particular-2846	0
tc Particular-2849	0
tc Particular-2850	5
tc Particular-2740	<n/a>
tc Particular-2796	80
tc Particular-2125	80
tc Particular-2104	<n/a>
tc Particular-2139	<n/a>
tc Particular-2140	0
tc Particular-2143	100
tc Particular-2649	640,360,0
tc Particular-2851	100
tc Particular-2852	100
tc Particular-2853	100
tc Particular-2854	0
tc Particular-2855	0
tc Particular-2856	0
tc Particular-2144	50
tc Particular-2857	0
tc Particular-2146	<n/a>
tc Particular-2735	<n/a>
tc Particular-2832	<n/a>
tc Particular-2866	0
tc Particular-2867	0
tc Particular-2868	0
tc Particular-2834	1
tc Particular-2835	640,360,0
tc Particular-2836	<n/a>
tc Particular-2881	<n/a>
tc Particular-2882	<n/a>
tc Particular-2876	0
tc Particular-2877	1
tc Particular-2878	1
tc Particular-2879	5
tc Particular-2880	0
tc Particular-2884	<n/a>
tc Particular-2885	<n/a>
tc Particular-2886	1
tc Particular-2887	1
tc Particular-2888	5
tc Particular-2889	0
tc Particular-2890	0
tc Particular-2891	0
tc Particular-2892	50
tc Particular-2893	0
tc Particular-2894	<n/a>
tc Particular-2895	<n/a>
tc Particular-2896	0
tc Particular-2897	1
tc Particular-2898	5
tc Particular-2899	0
tc Particular-2900	<n/a>
tc Particular-2901	<n/a>
tc Particular-2902	0
tc Particular-2903	1
tc Particular-2904	5
tc Particular-2905	0
tc Particular-2906	<n/a>
tc Particular-2907	<n/a>
tc Particular-2908	0
tc Particular-2909	1
tc Particular-2910	5
tc Particular-2911	0
tc Particular-2912	<n/a>
tc Particular-2913	<n/a>
tc Particular-2914	0
tc Particular-2915	0
tc Particular-2916	0
tc Particular-2917	1
tc Particular-2918	5
tc Particular-2919	180
tc Particular-2920	0
tc Particular-2921	<n/a>
tc Particular-2883	<n/a>
tc Particular-2195	<n/a>
tc Particular-2196	1
tc Particular-2243	0
tc Particular-2244	100
tc Particular-2197	10
tc Particular-2200	0
tc Particular-2242	0
tc Particular-2198	0.5
tc Particular-2252	0
tc Particular-2199	6
tc Particular-2659	<n/a>
tc Particular-2596	<n/a>
tc Particular-2590	0
tc Particular-2591	7
tc Particular-2592	1
tc Particular-2593	2
tc Particular-2594	0
tc Particular-2595	<n/a>
tc Particular-2240	30
tc Particular-2238	1
tc Particular-2202	5
tc Particular-2253	0
tc Particular-2621	<n/a>
tc Particular-2600	<n/a>
tc Particular-2602	1
tc Particular-2603	0
tc Particular-2604	0
tc Particular-2605	0
tc Particular-2606	0
tc Particular-2607	0
tc Particular-2608	0
tc Particular-2612	0
tc Particular-2610	0
tc Particular-2611	0.5
tc Particular-2601	<n/a>
tc Particular-2208	50
tc Particular-2254	0
tc Particular-2622	<n/a>
tc Particular-2597	1
tc Particular-2598	1,1,1,1
tc Particular-2206	0
tc Particular-2599	0
tc Particular-2623	<n/a>
tc Particular-2237	0
tc Particular-2246	<n/a>
tc Particular-2247	0
tc Particular-2249	0
tc Particular-2250	<n/a>
tc Particular-2207	<n/a>
tc Particular-2073	1
tc Particular-2354	<n/a>
tc Particular-2332	1
tc Particular-2741	0
tc Particular-2349	2
tc Particular-2352	250
tc Particular-2333	20
tc Particular-2334	80
tc Particular-2335	0
tc Particular-2336	100
tc Particular-2358	0
tc Particular-2359	100
tc Particular-2317	1
tc Particular-2320	1
tc Particular-2257	<n/a>
tc Particular-2732	0
tc Particular-2704	0
tc Particular-2705	60
tc Particular-2258	0,0,0,1
tc Particular-2259	100
tc Particular-2260	5
tc Particular-2318	100
tc Particular-2319	100
tc Particular-2321	1
tc Particular-2261	<n/a>
tc Particular-2355	<n/a>
tc Particular-4672	<n/a>
tc Particular-4153	<n/a>
tc Particular-4878	1
tc Particular-4101	1
tc Particular-4705	<n/a>
tc Particular-4781	1
tc Particular-4625	1
tc Particular-4800	1
tc Particular-4795	<n/a>
tc Particular-4242	100
tc Particular-4284	100
tc Particular-4281	1
tc Particular-4709	0
tc Particular-4677	640,360,0
tc Particular-4703	0,0,0
tc Particular-4704	1
tc Particular-4802	<n/a>
tc Particular-4923	<n/a>
tc Particular-4970	0
tc Particular-4673	1
tc Particular-4110	500
tc Particular-4111	500
tc Particular-4112	500
tc Particular-4865	<n/a>
tc Particular-4867	0
tc Particular-4879	0
tc Particular-4317	10
tc Particular-4318	10
tc Particular-4319	3
tc Particular-4320	1
tc Particular-4868	<n/a>
tc Particular-4870	15
tc Particular-4871	0
tc Particular-4872	3
tc Particular-4873	1
tc Particular-4874	1
tc Particular-4869	<n/a>
tc Particular-4866	<n/a>
tc Particular-4209	1
tc Particular-4106	20
tc Particular-4208	0
tc Particular-4207	0
tc Particular-4172	0
tc Particular-4107	100
tc Particular-4108	20
tc Particular-4379	0.5
tc Particular-4109	20
tc Particular-4848	<n/a>
tc Particular-4398	<n/a>
tc Particular-4211	0
tc Particular-4212	2
tc Particular-4794	1
tc Particular-4240	5
tc Particular-4399	<n/a>
tc Particular-4628	<n/a>
tc Particular-4629	0
tc Particular-4630	<n/a>
tc Particular-4631	2
tc Particular-4875	100
tc Particular-4635	1
tc Particular-4674	0
tc Particular-4633	1
tc Particular-4634	0
tc Particular-4708	1
tc Particular-4636	<n/a>
tc Particular-4736	<n/a>
tc Particular-4737	0
tc Particular-4754	0
tc Particular-4751	1
tc Particular-4738	2
tc Particular-4876	100
tc Particular-4877	100
tc Particular-4739	1
tc Particular-4740	6
tc Particular-4741	0
tc Particular-4742	0
tc Particular-4743	100
tc Particular-4744	0
tc Particular-4755	1
tc Particular-4745	1
